numero_da_ocorrencia,classificacao_da_ocorrencia,data_da_ocorrencia,municipio,uf,regiao,tipo_de_ocorrencia,categoria_da_aeronave,fase_da_operacao,tipo_de_operacao,danos_a_aeronave,modelo,nome_do_fabricante,lesoes_fatais,lesoes_graves,lesoes_leves,ilesos,lesoes_desconhecidas,ano_da_ocorrencia,categoria_descritivo,danos_aeronave
287,Acidente,2015-06-26,CAUCAIA,CE,Nordeste,OUTROS,ADE,Emprego Segurança Pública,Operação Pública,Nenhum,BK 117 C-2,EUROCOPTER DEUTSCHLAND,0,1.0,0,5,0,2015,Aeronave de Demonstração,3 - Nenhum
64,Incidente Grave,2015-05-20,SANTO ANTÔNIO DE GOIÁS,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Em rota,Voo Privado,Nenhum,172RG,CESSNA AIRCRAFT,0,0.0,0,3,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),3 - Nenhum
57,Acidente,2015-05-29,VIÇOSA,MG,Sudeste,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Substancial,PA-34-220T,PIPER AIRCRAFT,0,0.0,0,3,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
53,Acidente,2015-02-03,JOINVILLE,SC,Sul,CONTATO ANORMAL COM A PISTA,PRI,Pouso,Voo de Instrução,Substancial,152,CESSNA AIRCRAFT,0,0.0,0,2,0,2015,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
52,Acidente,2012-04-28,MARINGÁ,PR,Sul,PERDA DE CONTROLE EM VOO,TPP,Aproximação,Voo Privado,Substancial,PA-28R-200,PIPER AIRCRAFT,0,0.0,0,0,5,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
56,Acidente,2015-05-29,ATALAIA DO NORTE,AM,Norte,VOO CONTROLADO CONTRA O TERRENO,TPX,Em rota,Táxi Aéreo,Substancial,AS 355 N,EUROCOPTER FRANCE,5,0.0,0,0,0,2015,Particular Experimental,5 - Substancial
50,Incidente Grave,2015-01-27,CAMPOS DOS GOYTACAZES,RJ,Sudeste,FOGO/FUMAÇA,TPX,Táxi,Táxi Aéreo,Substancial,EC 225 LP,EUROCOPTER FRANCE,0,0.0,0,21,0,2015,Particular Experimental,5 - Substancial
48,Acidente,2015-03-12,ARARAS,SP,Sudeste,PERDA DE CONTROLE NO SOLO,PRI,Pouso,Voo de Instrução,Substancial,56-C,NEIVA,0,0.0,2,0,0,2015,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
838,Acidente,2010-04-20,,MT,Centro-Oeste,OUTROS,TPX,Não informado,Táxi Aéreo,Não informado,EMB-810C,EMBRAER,0,0.0,0,5,0,2010,Particular Experimental,1 - Não informado
831,Incidente Grave,2010-04-17,,RR,Norte,COMBUSTÍVEL,AIF,Não informado,Operação Pública,Não informado,BN-2A-9,BRITTEN-NORMAN,0,0.0,0,0,0,2010,Aeronave de Instrução de Fabricante,1 - Não informado
827,Acidente,2010-04-16,,AP,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PEX,Pouso,Voo Privado,Não informado,FALCAO AG-21,,0,0.0,1,0,0,2010,Pesquisa e Desenvolvimento Experimental,1 - Não informado
821,Acidente,2010-04-15,,BA,Nordeste,PERDA DE CONTROLE NO SOLO,S05,Corrida após pouso,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,1.0,0,0,0,2010,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
512,Acidente,2013-05-01,BRAGANÇA PAULISTA,SP,Sudeste,OUTROS,PET,Decolagem,Voo Privado,Substancial,SEAMAX M22,,0,0.0,1,1,0,2013,Protótipo Experimental,5 - Substancial
509,Incidente Grave,2013-06-15,NOVA LIMA,MG,Sudeste,OUTROS,TPP,Em rota,Voo Privado,Nenhum,R44 II,ROBINSON HELICOPTER,0,0.0,0,1,0,2013,Privada (Transporte de Pessoas e Bens sem fins lucrativos),3 - Nenhum
278,Acidente,2015-05-05,PACARAIMA,RR,Norte,EXCURSÃO DE PISTA,TPX,Pouso,Táxi Aéreo,Substancial,U206F,CESSNA AIRCRAFT,0,0.0,1,0,0,2015,Particular Experimental,5 - Substancial
274,Acidente,2015-06-16,RONDONÓPOLIS,MT,Centro-Oeste,PERDA DE CONTROLE NO SOLO,TPP,Pouso,Voo Privado,Substancial,210L,CESSNA AIRCRAFT,0,0.0,0,0,1,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
273,Acidente,2015-04-22,PINDORAMA,SP,Sudeste,PERDA DE CONTROLE NO SOLO,S05,Decolagem,Operação Agrícola,Substancial,EMB-202A,NEIVA,0,0.0,0,1,0,2015,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
277,Acidente,2015-05-09,PARECI NOVO,RS,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Em rota,Voo Privado,Substancial,AC-12,,0,0.0,0,1,0,2015,Protótipo Experimental,5 - Substancial
272,Acidente,2015-04-26,OURILÂNDIA DO NORTE,PA,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Aproximação,Voo Privado,Substancial,210L,CESSNA AIRCRAFT,0,0.0,0,1,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
45,Incidente Grave,2015-03-16,MAUÉS,AM,Norte,EXCURSÃO DE PISTA,TPX,Corrida após pouso,Táxi Aéreo,Leve,208B,CESSNA AIRCRAFT,0,0.0,0,10,0,2015,Particular Experimental,4 - Leve
32,Incidente Grave,2015-01-26,CONCEIÇÃO DA FEIRA,BA,Nordeste,COMBUSTÍVEL,PET,Em rota,Voo Privado,Nenhum,M22 FW,Golden Flyer Const. Aeronáuticas Ltda.,0,0.0,0,2,0,2015,Protótipo Experimental,3 - Nenhum
817,Incidente Grave,2010-04-15,,SP,Sudeste,FOGO/FUMAÇA,PRI,Não informado,Voo de Instrução,Não informado,152,CESSNA AIRCRAFT,0,0.0,0,0,0,2010,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
45,Incidente Grave,2015-03-16,MAUÉS,AM,Norte,PERDA DE CONTROLE NO SOLO,TPX,Corrida após pouso,Táxi Aéreo,Leve,208B,CESSNA AIRCRAFT,0,0.0,0,10,0,2015,Particular Experimental,4 - Leve
35,Acidente,2015-01-29,BOA VISTA,RR,Norte,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,TPP,Voo a baixa altura,Voo Privado,Substancial,182D,CESSNA AIRCRAFT,0,1.0,1,0,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
813,Acidente,2010-04-12,,PA,Norte,OUTROS,AIF,Não informado,Operação Pública,Não informado,58,BEECH AIRCRAFT,0,0.0,0,4,0,2010,Aeronave de Instrução de Fabricante,1 - Não informado
806,Incidente Grave,2010-04-09,,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Não informado,Voo Privado,Não informado,210K,CESSNA AIRCRAFT,0,0.0,0,0,0,2010,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
804,Incidente Grave,2010-04-08,,PR,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Não informado,Voo Privado,Não informado,PA-34-220T,PIPER AIRCRAFT,0,0.0,0,0,0,2010,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
804,Incidente Grave,2010-04-08,,PR,Sul,EXCURSÃO DE PISTA,TPP,Não informado,Voo Privado,Não informado,PA-34-220T,PIPER AIRCRAFT,0,0.0,0,0,0,2010,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
803,Acidente,2010-04-08,,GO,Centro-Oeste,PERDA DE CONTROLE EM VOO,PET,Não informado,Voo Privado,Não informado,KIT FOX,NILSON SULZBACH PERES,0,0.0,0,0,0,2010,Protótipo Experimental,1 - Não informado
489,Acidente,2013-06-09,ANAJÁS,PA,Norte,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,TPX,Voo a baixa altura,Táxi Aéreo,Substancial,PA-32-300,PIPER AIRCRAFT,0,0.0,0,3,0,2013,Particular Experimental,5 - Substancial
267,Acidente,2015-04-23,CONFRESA,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,S05,Manobra,Operação Agrícola,Substancial,EMB-201,NEIVA,0,0.0,1,0,0,2015,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
264,Acidente,2015-04-28,ARARAQUARA,SP,Sudeste,PERDA DE CONTROLE EM VOO,PET,Descida,Voo Privado,Substancial,FOZ 400,,1,1.0,0,0,0,2015,Protótipo Experimental,5 - Substancial
263,Acidente,2015-04-10,RIO DE JANEIRO,RJ,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Descida,Voo Privado,Leve,CONQUEST 180LS,INPAER INDUSTRIA PAULISTA DE AERONAUTICA,0,0.0,0,2,0,2015,Protótipo Experimental,4 - Leve
261,Acidente,2015-04-21,RIO DE JANEIRO,RJ,Sudeste,PERDA DE CONTROLE EM VOO,PET,Decolagem,Voo Privado,Substancial,EXCEL CARGO,AVENOR AUGUSTO MONTANDON,0,0.0,0,0,2,2015,Protótipo Experimental,5 - Substancial
257,Acidente,2015-05-01,TIETÊ,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PIN,Circuto de Tráfego,Voo de Instrução,Substancial,8KCAB,AMERICAN CHAMPION,0,0.0,0,2,0,2015,Instrução Não Regular,5 - Substancial
29,Acidente,2015-01-10,LUZIÂNIA,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Subida,Voo Privado,Substancial,EMB-710C,NEIVA,2,2.0,0,0,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
24,Acidente,2015-01-19,TIRADENTES,MG,Sudeste,PERDA DE CONTROLE EM VOO,PET,Pouso,Voo Privado,Substancial,PARADISE I,,0,0.0,2,0,0,2015,Protótipo Experimental,5 - Substancial
23,Acidente,2015-01-04,TOLEDO,PR,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Subida,Voo Privado,Substancial,SUPER PETREL LS,EDRA AERONÁUTICA LTDA,1,0.0,0,0,0,2015,Protótipo Experimental,5 - Substancial
484,Acidente,2013-06-07,PRESIDENTE BERNARDES,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Em rota,Voo Privado,Substancial,JABIRU J250,CIMATEL BRAZIL LTDA,0,0.0,0,1,0,2013,Protótipo Experimental,5 - Substancial
21,Incidente Grave,2015-01-21,PASSO FUNDO,RS,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Táxi,Voo Privado,Substancial,G58,RAYTHEON AIRCRAFT,0,0.0,0,3,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
19,Acidente,2013-04-25,LUÍS EDUARDO MAGAL,BA,Nordeste,PERDA DE CONTROLE EM VOO,PET,Decolagem,Voo Privado,Destruída,RV-10,AEROCENTRO AERONAVES,1,0.0,0,0,0,2013,Protótipo Experimental,6 - Destruída
801,Incidente Grave,2010-04-07,,GO,Centro-Oeste,EXCURSÃO DE PISTA,TPP,Não informado,Voo Privado,Não informado,310R,CESSNA AIRCRAFT,0,0.0,0,0,0,2010,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
801,Incidente Grave,2010-04-07,,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Não informado,Voo Privado,Não informado,310R,CESSNA AIRCRAFT,0,0.0,0,0,0,2010,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
800,Acidente,2010-04-07,,TO,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PRI,Não informado,Voo de Instrução,Não informado,AB-115,AERO BOERO,0,0.0,2,0,0,2010,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
797,Incidente Grave,2010-04-04,,BA,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPX,Não informado,Táxi Aéreo,Não informado,PA-31,PIPER AIRCRAFT,0,0.0,0,0,0,2010,Particular Experimental,1 - Não informado
482,Acidente,2013-06-06,SÃO VICENTE FERRER,PE,Nordeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,S05,Especializada,Operação Agrícola,Substancial,PA-25-235,LAVIASA,0,0.0,1,0,0,2013,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
474,Acidente,2013-05-18,TAUBATÉ,SP,Sudeste,CONTATO ANORMAL COM A PISTA,PET,Aproximação,Voo Privado,Substancial,FOX II,VECTOR,0,0.0,0,1,0,2013,Protótipo Experimental,5 - Substancial
254,Acidente,2015-05-01,CABECEIRA GRANDE,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Em rota,Voo Privado,Substancial,EMB-711ST,NEIVA,0,0.0,0,1,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
253,Incidente Grave,2015-05-05,TERRA ROXA,PR,Sul,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,TPP,Especializada,Operação Agrícola,Substancial,EMB-202,EMBRAER,0,0.0,0,1,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
252,Acidente,2015-04-21,QUIRINÓPOLIS,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Aproximação,Voo Privado,Substancial,CONQUEST 160,,0,0.0,0,2,0,2015,Protótipo Experimental,5 - Substancial
250,Acidente,2015-05-08,GOIÂNIA,GO,Centro-Oeste,CONTATO ANORMAL COM A PISTA,TPP,Pouso,Voo Privado,Substancial,PA-34-200T,PIPER AIRCRAFT,0,0.0,0,3,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
249,Acidente,2015-05-02,VARGEM BONITA,MG,Sudeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,PET,Em rota,Voo Privado,Destruída,BRAVO 700,Esc Rib Pret de Pil Veic Autopropulsado,1,0.0,0,0,0,2015,Protótipo Experimental,6 - Destruída
245,Incidente Grave,2015-04-15,PALMAS,TO,Norte,PERDA DE CONTROLE NO SOLO,TPP,Corrida após pouso,Voo Privado,Substancial,PA-34-220T,PIPER AIRCRAFT,0,0.0,0,1,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
244,Acidente,2015-04-16,CATANDUVA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PRI,Circuto de Tráfego,Voo de Instrução,Substancial,56-C-1,NEIVA,0,0.0,0,2,0,2015,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
777,Acidente,2010-03-26,,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Não informado,Voo Privado,Não informado,210H,CESSNA AIRCRAFT,0,0.0,2,0,0,2010,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
9,Acidente,2013-09-01,SIMPLÍCIO MENDES,PI,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Em rota,Voo Privado,Substancial,EMB-712,NEIVA,0,0.0,0,1,0,2013,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
8,Incidente Grave,2013-08-31,CACHOEIRO DE ITAPEMIRIM,ES,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPX,Pouso,Táxi Aéreo,Leve,EMB-810C,EMBRAER,0,0.0,0,2,0,2013,Particular Experimental,4 - Leve
7,Acidente,2013-08-29,IGUATEMI,MS,Centro-Oeste,PERDA DE CONTROLE EM VOO,TPP,Decolagem,Voo Privado,Substancial,A36,BEECH AIRCRAFT,0,0.0,4,0,0,2013,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
1,Acidente,2013-04-25,FIGUEIRÃO,MS,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Em rota,Voo Privado,Substancial,182G,CESSNA AIRCRAFT,0,0.0,1,2,0,2013,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
779,Acidente,2010-03-28,,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,TPP,Não informado,Voo Privado,Não informado,210L,CESSNA AIRCRAFT,0,0.0,2,0,0,2010,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
762,Acidente,2010-03-21,,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PRI,Não informado,Voo de Instrução,Não informado,A-122-B,XAVANTE,0,1.0,1,0,0,2010,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
758,Acidente,2010-03-19,,RR,Norte,EXCURSÃO DE PISTA,ADE,Não informado,Operação Pública,Não informado,E55,BEECH AIRCRAFT,0,0.0,0,6,0,2010,Aeronave de Demonstração,1 - Não informado
473,Acidente,2013-05-05,PORTO ALEGRE,RS,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PET,Pouso,Voo Privado,Leve,CORSARIO MK5,TARSO GOROZEVSKI,0,0.0,0,1,0,2013,Protótipo Experimental,4 - Leve
467,Acidente,2013-07-31,SÃO PAULO,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,ADE,Manobra,Operação Pública,Substancial,269C-1,SCHWEIZER,0,0.0,0,2,0,2013,Aeronave de Demonstração,5 - Substancial
465,Acidente,2013-04-22,ITAPIRAPUÃ,GO,Centro-Oeste,INDETERMINADO,PET,Indeterminada,Voo Privado,Substancial,,,0,0.0,0,2,0,2013,Protótipo Experimental,5 - Substancial
460,Acidente,2013-09-02,,CE,Nordeste,OUTROS,TPR,Em rota,Voo Regular,Nenhum,A330-203,AIRBUS S.A.S.,0,1.0,14,169,0,2013,Transporte Aéreo Regular (Linhas Aéreas Comerciais),3 - Nenhum
237,Incidente Grave,2015-04-02,VERA CRUZ,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Decolagem,Voo Privado,Substancial,EMB-711T,NEIVA,0,0.0,0,1,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
236,Acidente,2015-04-02,CARAPICUÍBA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Em rota,Voo Privado,Destruída,EC 155 B1,EUROCOPTER FRANCE,4,0.0,0,0,1,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
235,Acidente,2015-04-03,BRAGANÇA PAULISTA,SP,Sudeste,PERDA DE CONTROLE EM VOO,PET,Indeterminada,Voo Privado,Destruída,,,1,0.0,0,0,0,2015,Protótipo Experimental,6 - Destruída
234,Acidente,2015-04-04,FLORIANÓPOLIS,SC,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PRI,Arremetida,Voo de Instrução,Substancial,PA-34-200,PIPER AIRCRAFT,0,0.0,0,3,0,2015,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
232,Acidente,2013-12-03,MIRACATU,SP,Sudeste,PERDA DE CONTROLE EM VOO,S05,Especializada,Operação Agrícola,Substancial,PA-25-260,PIPER AIRCRAFT,0,0.0,0,1,0,2013,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
24821,Acidente,2020-07-16,ALTA FLORESTA D'OESTE,RO,Norte,INDETERMINADO,TPP,Indeterminada,Voo Privado,Substancial,210N,CESSNA AIRCRAFT,0,,0,0,0,2020,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
24864,Acidente,2020-07-19,MIGRANTINÓPOLIS,RO,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Cruzeiro,Voo Privado,Substancial,RANS S-6ES,FLYER IND. AER.,0,,0,2,0,2020,Protótipo Experimental,5 - Substancial
24862,Acidente,2020-07-21,PATROCÍNIO,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,S05,Subida,Operação Agrícola,Substancial,A188B,CESSNA AIRCRAFT,0,,0,0,0,2020,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
24863,Incidente Grave,2020-07-11,PIRACICABA,SP,Sudeste,INCURSÃO EM PISTA,TPP,Táxi,Voo Privado,Leve,A185F,CESSNA AIRCRAFT,0,,0,5,0,2020,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
24863,Incidente Grave,2020-07-11,PIRACICABA,SP,Sudeste,INCURSÃO EM PISTA,PET,Indeterminada,Voo Experimental,Leve,RÉPLICA J3,ERICO BROSSI,0,,0,0,0,2020,Protótipo Experimental,4 - Leve
24865,Acidente,2020-07-20,IBIÚNA,SP,Sudeste,INDETERMINADO,TPP,Decolagem,Voo Privado,Substancial,R44 II,ROBINSON HELICOPTER,0,,0,0,0,2020,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
24869,Incidente Grave,2020-05-25,GUARAMIRIM,SC,Sul,OUTROS,PET,Táxi,Voo Privado,Leve,PELICAN 500BR,FLYER LTDA,0,,0,0,0,2020,Protótipo Experimental,4 - Leve
24869,Incidente Grave,2020-05-25,GUARAMIRIM,SC,Sul,EXCURSÃO DE PISTA,PET,Táxi,Voo Privado,Leve,PELICAN 500BR,FLYER LTDA,0,,0,0,0,2020,Protótipo Experimental,4 - Leve
740,Incidente Grave,2010-03-11,,PR,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PRI,Não informado,Voo de Instrução,Não informado,150J,CESSNA AIRCRAFT,0,0.0,0,0,0,2010,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
459,Incidente Grave,2013-08-26,BRAGANÇA PAULISTA,SP,Sudeste,PERDA DE CONTROLE NO SOLO,PRI,Corrida após pouso,Voo de Instrução,Substancial,56-C,NEIVA,0,0.0,0,2,0,2013,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
454,Acidente,2013-03-12,ALEGRETE,RS,Sul,PERDA DE CONTROLE NO SOLO,TPP,Pouso,Voo Privado,Substancial,PA-34-220T,PIPER AIRCRAFT,0,0.0,0,3,0,2013,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
453,Acidente,2013-05-09,GUARULHOS,SP,Sudeste,PERDA DE CONTROLE EM VOO,PRI,Manobra,Voo de Instrução,Substancial,R22 BETA,ROBINSON HELICOPTER,0,0.0,1,1,0,2013,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
222,Acidente,2015-05-08,AFONSO CLÁUDIO,ES,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Subida,Voo Privado,Substancial,RV-10,ROBERTO VENICIO LIMA DANTAS,0,0.0,1,0,0,2015,Protótipo Experimental,5 - Substancial
220,Acidente,2015-05-09,MIRASSOL D´OESTE,MT,Centro-Oeste,EXCURSÃO DE PISTA,S05,Corrida após pouso,Operação Agrícola,Substancial,EMB-202A,EMBRAER,0,0.0,0,1,0,2015,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
449,Acidente,2012-12-16,SÃO PAULO,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PRI,Decolagem,Voo de Instrução,Substancial,R22 BETA,ROBINSON HELICOPTER,0,0.0,2,0,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
231,Incidente Grave,2015-06-09,SÃO LUÍS,MA,Nordeste,PERDA DE CONTROLE EM VOO,TPN,Pouso,Voo não regular,Substancial,737-3S3,BOEING COMPANY,0,0.0,0,0,2,2015,Transporte Aéreo Não Regular (Táxi Aéreo),5 - Substancial
228,Acidente,2015-06-14,PACAEMBU,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Em rota,Voo Privado,Substancial,RANS S-9,,0,0.0,0,1,0,2015,Protótipo Experimental,5 - Substancial
225,Acidente,2015-05-17,CAMPO MORÃO,PR,Sul,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,TPP,Em rota,Voo Privado,Substancial,SR22,CIRRUS DESIGN,0,0.0,0,1,0,2015,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
220,Acidente,2015-05-09,MIRASSOL D´OESTE,MT,Centro-Oeste,OUTROS,S05,Corrida após pouso,Operação Agrícola,Substancial,EMB-202A,EMBRAER,0,0.0,0,1,0,2015,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
219,Incidente Grave,2015-04-09,ANÁPOLIS,GO,Centro-Oeste,COLISÃO NO SOLO,PRI,Táxi,Voo de Instrução,Substancial,172S,CESSNA AIRCRAFT,0,0.0,0,2,0,2015,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
216,Acidente,2015-04-04,CEARÁ-MIRIM,RN,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Circuto de Tráfego,Voo Privado,Substancial,,,2,0.0,0,0,0,2015,Protótipo Experimental,5 - Substancial
25041,Acidente,2020-08-08,GURUPI,TO,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Decolagem,Voo Privado,Substancial,EMB-720D,NEIVA,0,,0,3,0,2020,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
25042,Incidente Grave,2020-08-15,SANTA CRUZ DO SUL,RS,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,S05,Subida,Operação Agrícola,Leve,EMB-202,NEIVA,0,,0,0,0,2020,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",4 - Leve
25181,Acidente,2020-08-28,TERESINA,PI,Nordeste,PERDA DE CONTROLE EM VOO,TPP,Decolagem,Voo Privado,Destruída,C35,BEECH AIRCRAFT,0,,0,0,0,2020,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
6758,Acidente,2016-02-01,FLORIANÓPOLIS,SC,Sul,INDETERMINADO,TPP,Saída IFR,Voo Privado,Destruída,TBM700N,SOCATA,2,0.0,0,0,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
6756,Incidente Grave,2016-01-26,MARECHAL THAUMATURGO,AC,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPX,Corrida após pouso,Táxi Aéreo,Leve,EMB-110,EMBRAER,0,0.0,0,9,0,2016,Particular Experimental,4 - Leve
6754,Acidente,2016-01-23,VARJÃO DE MINAS,MG,Sudeste,COLISÃO NO SOLO,S05,Decolagem,Operação Agrícola,Substancial,PA-25-235,PIPER AIRCRAFT,0,0.0,0,1,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6754,Acidente,2016-01-23,VARJÃO DE MINAS,MG,Sudeste,EXCURSÃO DE PISTA,S05,Decolagem,Operação Agrícola,Substancial,PA-25-235,PIPER AIRCRAFT,0,0.0,0,1,0,2016,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
6496,Acidente,2016-01-07,BOM JESUS DE GOIÁS,GO,Centro-Oeste,PERDA DE CONTROLE EM VOO,TPP,Especializada,Operação Agrícola,Destruída,T188C,CESSNA AIRCRAFT,2,0.0,0,0,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
